text,sentiment
This product is amazing #323,Positive
The report was submitted #197,Neutral
The food tasted delicious #762,Positive
The quality is very poor #817,Negative
The product arrived yesterday #978,Neutral
The report was submitted #109,Neutral
The file was uploaded successfully #683,Neutral
The quality is very poor #365,Negative
The quality is excellent #96,Positive
I used the app today #180,Neutral
Customer support was helpful #872,Positive
Delivery was delayed badly #802,Negative
I used the app today #671,Neutral
I really enjoyed the service #549,Positive
The movie was boring #980,Negative
The product arrived yesterday #955,Neutral
Delivery was delayed badly #787,Negative
The design looks beautiful #486,Positive
The experience was disappointing #447,Negative
I disliked the performance #547,Negative
This is the best purchase ever #757,Positive
The design looks outdated #705,Negative
The food tasted awful #423,Negative
The package contains accessories #983,Neutral
Customer support was helpful #789,Positive
The item is available online #130,Neutral
I would highly recommend this #352,Positive
I disliked the performance #715,Negative
I would never recommend this #592,Negative
I would never recommend this #759,Negative
I hated the service #824,Negative
I would highly recommend this #577,Positive
I am very happy with the purchase #601,Positive
The message was delivered #607,Neutral
The design looks beautiful #761,Positive
The account was created #41,Neutral
The movie was fantastic #20,Positive
The experience was disappointing #523,Negative
The class begins at nine #578,Neutral
I would highly recommend this #971,Positive
The train arrived on time #99,Neutral
This product is amazing #903,Positive
The train arrived on time #349,Neutral
The product arrived yesterday #329,Neutral
The system is running normally #928,Neutral
The movie was boring #413,Negative
The report was submitted #994,Neutral
The class begins at nine #266,Neutral
This product is amazing #371,Positive
This product is amazing #906,Positive
I really enjoyed the service #159,Positive
The meeting was scheduled #717,Neutral
The experience was wonderful #742,Positive
I hated the service #27,Negative
Customer support was rude #16,Negative
The movie was boring #168,Negative
I really enjoyed the service #854,Positive
Delivery was fast and smooth #615,Positive
The file was uploaded successfully #940,Neutral
I really enjoyed the service #690,Positive
I really enjoyed the service #88,Positive
I would highly recommend this #851,Positive
Customer support was rude #387,Negative
The file was uploaded successfully #796,Neutral
The class begins at nine #654,Neutral
The app works perfectly #727,Positive
Everything exceeded my expectations #283,Positive
Delivery was fast and smooth #335,Positive
The class begins at nine #942,Neutral
The food tasted awful #31,Negative
The report was submitted #290,Neutral
The quality is excellent #334,Positive
This product is terrible #703,Negative
I would highly recommend this #617,Positive
The food tasted awful #525,Negative
The design looks beautiful #879,Positive
This is the best purchase ever #689,Positive
The payment was processed #769,Neutral
The item is available online #16,Neutral
This is the best purchase ever #424,Positive
Everything exceeded my expectations #35,Positive
The food tasted delicious #183,Positive
Customer support was helpful #565,Positive
This product is amazing #817,Positive
I would never recommend this #336,Negative
The class begins at nine #642,Neutral
I would never recommend this #200,Negative
The experience was wonderful #141,Positive
This product is amazing #467,Positive
The class begins at nine #17,Neutral
The food tasted delicious #498,Positive
The experience was wonderful #907,Positive
The system is running normally #551,Neutral
The message was delivered #139,Neutral
Everything failed my expectations #755,Negative
The quality is excellent #309,Positive
This is the best purchase ever #171,Positive
The experience was disappointing #97,Negative
The message was delivered #113,Neutral
This product is terrible #324,Negative
The app crashes often #630,Negative
The app crashes often #107,Negative
The class begins at nine #727,Neutral
This product is amazing #701,Positive
The quality is excellent #400,Positive
Customer support was rude #918,Negative
Customer support was helpful #147,Positive
I am very happy with the purchase #431,Positive
The class begins at nine #274,Neutral
I would never recommend this #245,Negative
I disliked the performance #464,Negative
The event starts tomorrow #223,Neutral
The quality is very poor #841,Negative
I disliked the performance #144,Negative
I am very happy with the purchase #726,Positive
This product is terrible #475,Negative
The food tasted awful #197,Negative
The order number was updated #764,Neutral
The payment was processed #754,Neutral
Everything failed my expectations #139,Negative
The meeting was scheduled #859,Neutral
This is the worst purchase ever #375,Negative
Delivery was delayed badly #677,Negative
Customer support was rude #608,Negative
This is the worst purchase ever #734,Negative
The train arrived on time #823,Neutral
The product arrived yesterday #711,Neutral
The event starts tomorrow #864,Neutral
The order number was updated #436,Neutral
I am unhappy with the purchase #56,Negative
The movie was boring #965,Negative
The train arrived on time #331,Neutral
The movie was boring #121,Negative
The account was created #50,Neutral
The app crashes often #14,Negative
The app works perfectly #785,Positive
The design looks beautiful #158,Positive
The item is available online #55,Neutral
The movie was fantastic #936,Positive
Customer support was rude #864,Negative
The food tasted delicious #934,Positive
The file was uploaded successfully #42,Neutral
The event starts tomorrow #233,Neutral
I really enjoyed the service #279,Positive
The report was submitted #852,Neutral
The experience was disappointing #801,Negative
I would highly recommend this #673,Positive
I disliked the performance #854,Negative
The class begins at nine #171,Neutral
This product is terrible #131,Negative
The product arrived yesterday #981,Neutral
The design looks beautiful #457,Positive
The account was created #260,Neutral
The design looks outdated #469,Negative
The train arrived on time #846,Neutral
The design looks outdated #83,Negative
The food tasted delicious #382,Positive
The event starts tomorrow #827,Neutral
Everything failed my expectations #709,Negative
I disliked the performance #223,Negative
Customer support was helpful #871,Positive
The design looks outdated #639,Negative
The package contains accessories #609,Neutral
Delivery was delayed badly #707,Negative
The train arrived on time #596,Neutral
This product is amazing #45,Positive
The meeting was scheduled #716,Neutral
I disliked the performance #987,Negative
Customer support was rude #189,Negative
The train arrived on time #776,Neutral
The app works perfectly #579,Positive
I disliked the performance #306,Negative
The order number was updated #647,Neutral
The experience was disappointing #147,Negative
The payment was processed #228,Neutral
Everything exceeded my expectations #582,Positive
The movie was boring #43,Negative
The design looks outdated #628,Negative
The report was submitted #51,Neutral
I am very happy with the purchase #51,Positive
The movie was fantastic #562,Positive
The file was uploaded successfully #775,Neutral
The movie was boring #65,Negative
The system is running normally #474,Neutral
The payment was processed #340,Neutral
I am very happy with the purchase #190,Positive
The report was submitted #392,Neutral
The message was delivered #504,Neutral
The design looks beautiful #512,Positive
The item is available online #357,Neutral
The design looks outdated #618,Negative
I disliked the performance #809,Negative
The design looks beautiful #813,Positive
I hated the service #800,Negative
The app crashes often #417,Negative
The design looks outdated #281,Negative
I loved the performance #287,Positive
The experience was wonderful #520,Positive
The movie was fantastic #429,Positive
This product is amazing #974,Positive
I would highly recommend this #188,Positive
This product is terrible #216,Negative
The message was delivered #624,Neutral
The system is running normally #302,Neutral
This is the best purchase ever #519,Positive
I disliked the performance #507,Negative
The experience was wonderful #740,Positive
Customer support was helpful #663,Positive
I used the app today #212,Neutral
I hated the service #881,Negative
The food tasted delicious #348,Positive
The app works perfectly #670,Positive
The package contains accessories #40,Neutral
This is the worst purchase ever #607,Negative
The account was created #287,Neutral
The file was uploaded successfully #476,Neutral
The experience was disappointing #277,Negative
The item is available online #247,Neutral
The design looks outdated #114,Negative
Delivery was fast and smooth #191,Positive
The report was submitted #723,Neutral
The movie was fantastic #393,Positive
I am very happy with the purchase #155,Positive
Everything exceeded my expectations #286,Positive
This is the worst purchase ever #241,Negative
I am very happy with the purchase #449,Positive
Delivery was delayed badly #832,Negative
This product is terrible #37,Negative
The report was submitted #749,Neutral
The file was uploaded successfully #492,Neutral
I loved the performance #883,Positive
The train arrived on time #46,Neutral
The experience was disappointing #535,Negative
The food tasted delicious #718,Positive
The event starts tomorrow #708,Neutral
The food tasted awful #179,Negative
The app works perfectly #365,Positive
I would highly recommend this #184,Positive
I loved the performance #760,Positive
I used the app today #317,Neutral
The app works perfectly #529,Positive
I really enjoyed the service #852,Positive
The design looks beautiful #746,Positive
I hated the service #820,Negative
I used the app today #351,Neutral
The app crashes often #631,Negative
The experience was disappointing #750,Negative
The meeting was scheduled #243,Neutral
The app crashes often #368,Negative
The movie was fantastic #559,Positive
The train arrived on time #435,Neutral
The design looks beautiful #137,Positive
The package contains accessories #785,Neutral
The report was submitted #238,Neutral
This product is terrible #921,Negative
I used the app today #822,Neutral
The order number was updated #373,Neutral
The order number was updated #863,Neutral
The file was uploaded successfully #586,Neutral
I disliked the performance #207,Negative
Customer support was rude #958,Negative
I am very happy with the purchase #4,Positive
The app works perfectly #992,Positive
The class begins at nine #203,Neutral
The file was uploaded successfully #618,Neutral
The app works perfectly #667,Positive
The movie was fantastic #714,Positive
Delivery was fast and smooth #865,Positive
The class begins at nine #541,Neutral
The order number was updated #970,Neutral
I would highly recommend this #397,Positive
The meeting was scheduled #394,Neutral
This product is amazing #129,Positive
The account was created #633,Neutral
I hated the service #234,Negative
Delivery was delayed badly #534,Negative
I am very happy with the purchase #244,Positive
The design looks outdated #203,Negative
I disliked the performance #497,Negative
I am very happy with the purchase #229,Positive
The app crashes often #338,Negative
Delivery was delayed badly #516,Negative
The message was delivered #231,Neutral
The app works perfectly #114,Positive
I am very happy with the purchase #855,Positive
The experience was disappointing #970,Negative
The product arrived yesterday #967,Neutral
The experience was wonderful #214,Positive
Delivery was delayed badly #155,Negative
The meeting was scheduled #644,Neutral
The app crashes often #575,Negative
Delivery was fast and smooth #407,Positive
Delivery was fast and smooth #593,Positive
I used the app today #570,Neutral
The class begins at nine #914,Neutral
The quality is very poor #45,Negative
The quality is very poor #106,Negative
This product is amazing #543,Positive
The payment was processed #188,Neutral
The file was uploaded successfully #597,Neutral
This is the worst purchase ever #472,Negative
I am very happy with the purchase #864,Positive
The product arrived yesterday #856,Neutral
The product arrived yesterday #958,Neutral
Customer support was helpful #36,Positive
Delivery was fast and smooth #111,Positive
The file was uploaded successfully #477,Neutral
I am very happy with the purchase #476,Positive
I am very happy with the purchase #521,Positive
I would highly recommend this #753,Positive
The message was delivered #502,Neutral
Everything exceeded my expectations #589,Positive
I would highly recommend this #592,Positive
I used the app today #672,Neutral
The package contains accessories #491,Neutral
The message was delivered #877,Neutral
This product is amazing #113,Positive
The design looks outdated #973,Negative
I am very happy with the purchase #71,Positive
The class begins at nine #779,Neutral
The meeting was scheduled #77,Neutral
Everything failed my expectations #483,Negative
This is the worst purchase ever #876,Negative
The design looks outdated #256,Negative
The quality is excellent #997,Positive
The design looks beautiful #302,Positive
The movie was fantastic #40,Positive
I would never recommend this #186,Negative
The app works perfectly #259,Positive
Customer support was helpful #511,Positive
The item is available online #107,Neutral
This product is terrible #409,Negative
The experience was disappointing #977,Negative
The experience was wonderful #27,Positive
The movie was fantastic #820,Positive
The event starts tomorrow #210,Neutral
The message was delivered #652,Neutral
Customer support was rude #427,Negative
Everything exceeded my expectations #786,Positive
The food tasted awful #778,Negative
The meeting was scheduled #411,Neutral
The package contains accessories #8,Neutral
I used the app today #587,Neutral
The report was submitted #991,Neutral
I really enjoyed the service #65,Positive
The food tasted delicious #866,Positive
This product is terrible #697,Negative
The order number was updated #835,Neutral
The app works perfectly #336,Positive
The food tasted delicious #691,Positive
The order number was updated #91,Neutral
The meeting was scheduled #427,Neutral
The report was submitted #496,Neutral
The payment was processed #237,Neutral
The design looks beautiful #738,Positive
This product is terrible #744,Negative
I am very happy with the purchase #313,Positive
This is the best purchase ever #430,Positive
This product is amazing #318,Positive
The app works perfectly #904,Positive
The system is running normally #632,Neutral
The event starts tomorrow #461,Neutral
The quality is excellent #107,Positive
I disliked the performance #723,Negative
I disliked the performance #430,Negative
The product arrived yesterday #450,Neutral
Customer support was helpful #822,Positive
The class begins at nine #934,Neutral
I loved the performance #725,Positive
Customer support was rude #673,Negative
The food tasted awful #763,Negative
The food tasted awful #101,Negative
The package contains accessories #554,Neutral
This product is terrible #416,Negative
The app crashes often #215,Negative
I really enjoyed the service #639,Positive
The design looks outdated #713,Negative
The file was uploaded successfully #851,Neutral
Customer support was rude #470,Negative
This product is terrible #604,Negative
I disliked the performance #979,Negative
I used the app today #660,Neutral
The experience was wonderful #695,Positive
The package contains accessories #34,Neutral
The message was delivered #23,Neutral
I disliked the performance #793,Negative
The system is running normally #630,Neutral
I loved the performance #665,Positive
Everything exceeded my expectations #417,Positive
The class begins at nine #797,Neutral
This is the worst purchase ever #239,Negative
The experience was disappointing #229,Negative
The order number was updated #322,Neutral
This is the best purchase ever #428,Positive
I would never recommend this #528,Negative
I really enjoyed the service #545,Positive
The movie was boring #201,Negative
The app crashes often #652,Negative
The food tasted awful #251,Negative
The design looks beautiful #744,Positive
Customer support was rude #994,Negative
Delivery was delayed badly #870,Negative
The quality is excellent #627,Positive
The meeting was scheduled #900,Neutral
The design looks beautiful #619,Positive
The train arrived on time #218,Neutral
Everything exceeded my expectations #585,Positive
The order number was updated #408,Neutral
I would never recommend this #711,Negative
I really enjoyed the service #274,Positive
I am very happy with the purchase #867,Positive
The design looks beautiful #966,Positive
Delivery was fast and smooth #678,Positive
The meeting was scheduled #524,Neutral
The item is available online #184,Neutral
The food tasted delicious #475,Positive
The order number was updated #783,Neutral
I really enjoyed the service #119,Positive
The message was delivered #216,Neutral
This product is terrible #557,Negative
Delivery was fast and smooth #622,Positive
This is the best purchase ever #510,Positive
This is the worst purchase ever #180,Negative
The system is running normally #744,Neutral
The package contains accessories #962,Neutral
I would highly recommend this #919,Positive
The meeting was scheduled #537,Neutral
This product is amazing #90,Positive
The payment was processed #219,Neutral
The file was uploaded successfully #442,Neutral
The quality is very poor #988,Negative
The food tasted awful #418,Negative
I am unhappy with the purchase #132,Negative
The item is available online #729,Neutral
Delivery was delayed badly #325,Negative
The order number was updated #296,Neutral
The product arrived yesterday #96,Neutral
I really enjoyed the service #247,Positive
The food tasted delicious #317,Positive
I would never recommend this #5,Negative
Customer support was rude #450,Negative
The event starts tomorrow #687,Neutral
The account was created #512,Neutral
I am very happy with the purchase #853,Positive
The movie was boring #488,Negative
I am unhappy with the purchase #372,Negative
I used the app today #665,Neutral
This product is terrible #565,Negative
The quality is excellent #527,Positive
The report was submitted #742,Neutral
The food tasted awful #484,Negative
Customer support was rude #509,Negative
The class begins at nine #875,Neutral
The food tasted awful #971,Negative
I hated the service #678,Negative
The quality is excellent #63,Positive
This product is amazing #583,Positive
Everything exceeded my expectations #454,Positive
The report was submitted #383,Neutral
I would never recommend this #95,Negative
The meeting was scheduled #580,Neutral
The product arrived yesterday #562,Neutral
The system is running normally #643,Neutral
The meeting was scheduled #979,Neutral
Everything failed my expectations #313,Negative
The system is running normally #626,Neutral
Delivery was fast and smooth #469,Positive
Delivery was fast and smooth #984,Positive
The design looks beautiful #787,Positive
The class begins at nine #992,Neutral
I would never recommend this #414,Negative
The experience was wonderful #674,Positive
The food tasted delicious #526,Positive
I used the app today #778,Neutral
I hated the service #748,Negative
The item is available online #85,Neutral
The quality is very poor #855,Negative
The experience was disappointing #742,Negative
The app works perfectly #333,Positive
The payment was processed #53,Neutral
I would highly recommend this #406,Positive
I hated the service #4,Negative
The event starts tomorrow #538,Neutral
The meeting was scheduled #536,Neutral
The train arrived on time #765,Neutral
The movie was fantastic #531,Positive
Customer support was rude #833,Negative
The experience was disappointing #309,Negative
The product arrived yesterday #709,Neutral
The report was submitted #205,Neutral
The experience was disappointing #300,Negative
This is the best purchase ever #47,Positive
Customer support was rude #968,Negative
I would never recommend this #909,Negative
The movie was boring #926,Negative
I really enjoyed the service #810,Positive
I would never recommend this #658,Negative
I really enjoyed the service #149,Positive
Customer support was rude #916,Negative
This is the best purchase ever #948,Positive
I am unhappy with the purchase #777,Negative
I disliked the performance #295,Negative
The movie was fantastic #645,Positive
I am unhappy with the purchase #739,Negative
The message was delivered #969,Neutral
This is the best purchase ever #540,Positive
The class begins at nine #904,Neutral
The class begins at nine #556,Neutral
Everything exceeded my expectations #497,Positive
The payment was processed #70,Neutral
The movie was fantastic #837,Positive
The payment was processed #423,Neutral
I would never recommend this #66,Negative
I really enjoyed the service #154,Positive
I used the app today #387,Neutral
I used the app today #111,Neutral
Customer support was rude #153,Negative
I am very happy with the purchase #452,Positive
I disliked the performance #632,Negative
The product arrived yesterday #43,Neutral
The train arrived on time #666,Neutral
The train arrived on time #696,Neutral
The order number was updated #595,Neutral
I loved the performance #189,Positive
Delivery was delayed badly #93,Negative
The system is running normally #1,Neutral
The system is running normally #604,Neutral
The app works perfectly #173,Positive
This is the worst purchase ever #96,Negative
The movie was fantastic #759,Positive
I hated the service #162,Negative
This is the worst purchase ever #779,Negative
I am very happy with the purchase #839,Positive
The quality is very poor #44,Negative
I hated the service #686,Negative
The train arrived on time #574,Neutral
The message was delivered #503,Neutral
Customer support was rude #259,Negative
The design looks outdated #406,Negative
I am unhappy with the purchase #694,Negative
This is the worst purchase ever #563,Negative
The train arrived on time #791,Neutral
The quality is excellent #161,Positive
Customer support was rude #41,Negative
The message was delivered #127,Neutral
The app works perfectly #347,Positive
The meeting was scheduled #704,Neutral
The system is running normally #138,Neutral
I would never recommend this #850,Negative
The meeting was scheduled #513,Neutral
I would never recommend this #476,Negative
The experience was wonderful #772,Positive
I really enjoyed the service #628,Positive
The design looks outdated #549,Negative
The movie was boring #490,Negative
The file was uploaded successfully #167,Neutral
This is the best purchase ever #826,Positive
The experience was disappointing #553,Negative
I disliked the performance #278,Negative
The experience was wonderful #902,Positive
The item is available online #498,Neutral
The app works perfectly #176,Positive
The experience was wonderful #799,Positive
Everything failed my expectations #613,Negative
I really enjoyed the service #736,Positive
The design looks beautiful #720,Positive
The order number was updated #599,Neutral
Delivery was delayed badly #867,Negative
The movie was boring #522,Negative
I hated the service #130,Negative
The message was delivered #80,Neutral
Customer support was rude #661,Negative
The event starts tomorrow #58,Neutral
I am very happy with the purchase #803,Positive
The quality is very poor #33,Negative
I would never recommend this #530,Negative
The design looks outdated #838,Negative
The quality is excellent #550,Positive
The payment was processed #268,Neutral
The train arrived on time #165,Neutral
The account was created #989,Neutral
I disliked the performance #955,Negative
The train arrived on time #519,Neutral
The message was delivered #546,Neutral
This is the worst purchase ever #835,Negative
The app works perfectly #709,Positive
The message was delivered #718,Neutral
The payment was processed #18,Neutral
The meeting was scheduled #421,Neutral
The movie was boring #210,Negative
The package contains accessories #950,Neutral
I would never recommend this #294,Negative
The payment was processed #531,Neutral
The account was created #145,Neutral
The meeting was scheduled #282,Neutral
I really enjoyed the service #960,Positive
The design looks outdated #347,Negative
The train arrived on time #54,Neutral
The product arrived yesterday #241,Neutral
The quality is excellent #812,Positive
This product is amazing #218,Positive
The order number was updated #157,Neutral
The package contains accessories #517,Neutral
Customer support was rude #366,Negative
I disliked the performance #693,Negative
The event starts tomorrow #457,Neutral
Everything failed my expectations #426,Negative
The system is running normally #73,Neutral
This product is amazing #921,Positive
This is the worst purchase ever #273,Negative
The meeting was scheduled #470,Neutral
Customer support was helpful #55,Positive
This product is terrible #29,Negative
This product is amazing #764,Positive
The food tasted delicious #160,Positive
Everything exceeded my expectations #387,Positive
Everything exceeded my expectations #89,Positive
The payment was processed #884,Neutral
Everything failed my expectations #389,Negative
The meeting was scheduled #64,Neutral
I used the app today #770,Neutral
The quality is excellent #291,Positive
The movie was boring #377,Negative
I disliked the performance #55,Negative
I hated the service #696,Negative
The meeting was scheduled #487,Neutral
This is the best purchase ever #930,Positive
The meeting was scheduled #712,Neutral
The account was created #385,Neutral
The message was delivered #507,Neutral
I loved the performance #604,Positive
Delivery was delayed badly #8,Negative
This is the worst purchase ever #810,Negative
This product is terrible #455,Negative
The message was delivered #655,Neutral
The experience was wonderful #362,Positive
The design looks beautiful #178,Positive
I hated the service #957,Negative
The app crashes often #77,Negative
I really enjoyed the service #343,Positive
I disliked the performance #545,Negative
The food tasted delicious #660,Positive
The item is available online #648,Neutral
The event starts tomorrow #592,Neutral
The design looks beautiful #986,Positive
The design looks outdated #643,Negative
The system is running normally #971,Neutral
Customer support was rude #990,Negative
The system is running normally #198,Neutral
Everything exceeded my expectations #72,Positive
The design looks outdated #170,Negative
I used the app today #977,Neutral
The food tasted delicious #470,Positive
The design looks outdated #514,Negative
Everything exceeded my expectations #450,Positive
The order number was updated #674,Neutral
I would never recommend this #704,Negative
I really enjoyed the service #135,Positive
Customer support was rude #391,Negative
I would highly recommend this #586,Positive
Everything exceeded my expectations #41,Positive
The system is running normally #819,Neutral
The design looks beautiful #54,Positive
This product is amazing #923,Positive
Everything exceeded my expectations #228,Positive
This is the worst purchase ever #794,Negative
The experience was disappointing #924,Negative
The design looks beautiful #441,Positive
The event starts tomorrow #129,Neutral
The product arrived yesterday #676,Neutral
The product arrived yesterday #354,Neutral
Customer support was helpful #821,Positive
The event starts tomorrow #497,Neutral
The item is available online #808,Neutral
The movie was boring #75,Negative
I would highly recommend this #629,Positive
The product arrived yesterday #447,Neutral
The account was created #161,Neutral
The design looks beautiful #648,Positive
This is the best purchase ever #566,Positive
The movie was boring #550,Negative
The experience was wonderful #121,Positive
Everything failed my expectations #280,Negative
The experience was disappointing #412,Negative
The system is running normally #500,Neutral
The quality is excellent #804,Positive
Customer support was helpful #316,Positive
The quality is very poor #399,Negative
The train arrived on time #812,Neutral
The order number was updated #460,Neutral
The message was delivered #291,Neutral
The experience was wonderful #354,Positive
Delivery was fast and smooth #138,Positive
This product is terrible #954,Negative
I used the app today #510,Neutral
I hated the service #166,Negative
I used the app today #285,Neutral
Delivery was delayed badly #49,Negative
The train arrived on time #773,Neutral
The event starts tomorrow #10,Neutral
I really enjoyed the service #558,Positive
The design looks outdated #134,Negative
The meeting was scheduled #817,Neutral
I really enjoyed the service #410,Positive
I loved the performance #82,Positive
The class begins at nine #309,Neutral
The meeting was scheduled #889,Neutral
The design looks beautiful #236,Positive
I disliked the performance #310,Negative
The item is available online #651,Neutral
Delivery was fast and smooth #477,Positive
The message was delivered #65,Neutral
The quality is very poor #895,Negative
The food tasted awful #649,Negative
The event starts tomorrow #760,Neutral
The order number was updated #393,Neutral
The app crashes often #500,Negative
The system is running normally #621,Neutral
The app works perfectly #675,Positive
This is the best purchase ever #613,Positive
The message was delivered #208,Neutral
I loved the performance #731,Positive
Delivery was fast and smooth #157,Positive
I am unhappy with the purchase #446,Negative
Everything failed my expectations #1000,Negative
I would highly recommend this #969,Positive
Everything failed my expectations #460,Negative
The app crashes often #34,Negative
I disliked the performance #868,Negative
The food tasted delicious #998,Positive
The app crashes often #297,Negative
The design looks beautiful #770,Positive
The experience was disappointing #421,Negative
The movie was fantastic #581,Positive
The message was delivered #640,Neutral
The payment was processed #62,Neutral
I disliked the performance #894,Negative
Delivery was delayed badly #834,Negative
This product is amazing #206,Positive
The movie was fantastic #835,Positive
The movie was fantastic #91,Positive
The food tasted delicious #132,Positive
The experience was wonderful #981,Positive
The file was uploaded successfully #918,Neutral
This product is amazing #522,Positive
The package contains accessories #412,Neutral
The account was created #753,Neutral
I disliked the performance #428,Negative
The quality is very poor #316,Negative
The file was uploaded successfully #506,Neutral
The experience was wonderful #530,Positive
The event starts tomorrow #32,Neutral
This is the worst purchase ever #405,Negative
This product is amazing #234,Positive
Delivery was delayed badly #562,Negative
This product is terrible #816,Negative
I am unhappy with the purchase #363,Negative
Customer support was helpful #249,Positive
Delivery was delayed badly #953,Negative
I disliked the performance #751,Negative
The design looks outdated #566,Negative
The payment was processed #315,Neutral
The design looks beautiful #943,Positive
I would never recommend this #174,Negative
Delivery was fast and smooth #978,Positive
The movie was boring #465,Negative
Everything exceeded my expectations #842,Positive
I am unhappy with the purchase #190,Negative
The movie was boring #885,Negative
The system is running normally #515,Neutral
The design looks outdated #724,Negative
The report was submitted #499,Neutral
I am unhappy with the purchase #609,Negative
The message was delivered #999,Neutral
The design looks outdated #660,Negative
The design looks beautiful #38,Positive
This is the worst purchase ever #213,Negative
This is the worst purchase ever #211,Negative
The quality is very poor #393,Negative
I disliked the performance #747,Negative
Customer support was helpful #56,Positive
I would highly recommend this #505,Positive
The food tasted awful #286,Negative
The quality is very poor #172,Negative
The experience was wonderful #64,Positive
Delivery was delayed badly #889,Negative
This is the worst purchase ever #269,Negative
The item is available online #388,Neutral
The event starts tomorrow #162,Neutral
The meeting was scheduled #163,Neutral
I am very happy with the purchase #53,Positive
This product is terrible #776,Negative
I disliked the performance #323,Negative
This is the best purchase ever #134,Positive
This is the best purchase ever #816,Positive
Delivery was fast and smooth #856,Positive
The class begins at nine #610,Neutral
The payment was processed #567,Neutral
The system is running normally #540,Neutral
I loved the performance #59,Positive
This product is terrible #666,Negative
The movie was fantastic #730,Positive
The design looks outdated #160,Negative
I am unhappy with the purchase #756,Negative
The design looks beautiful #798,Positive
The file was uploaded successfully #734,Neutral
The app crashes often #489,Negative
The train arrived on time #911,Neutral
I really enjoyed the service #481,Positive
This is the best purchase ever #122,Positive
The file was uploaded successfully #330,Neutral
I would highly recommend this #182,Positive
I used the app today #312,Neutral
The movie was boring #624,Negative
I would never recommend this #140,Negative
The system is running normally #240,Neutral
The food tasted awful #403,Negative
The quality is excellent #890,Positive
This is the best purchase ever #5,Positive
The payment was processed #473,Neutral
I used the app today #485,Neutral
The movie was boring #596,Negative
I hated the service #123,Negative
The quality is very poor #665,Negative
I am unhappy with the purchase #459,Negative
The event starts tomorrow #105,Neutral
The class begins at nine #691,Neutral
The design looks beautiful #564,Positive
The payment was processed #45,Neutral
The quality is excellent #556,Positive
The payment was processed #257,Neutral
The file was uploaded successfully #793,Neutral
Delivery was fast and smooth #611,Positive
The app works perfectly #594,Positive
I am very happy with the purchase #322,Positive
This is the best purchase ever #924,Positive
The movie was boring #457,Negative
The movie was boring #905,Negative
This is the worst purchase ever #400,Negative
The system is running normally #953,Neutral
The file was uploaded successfully #26,Neutral
Customer support was helpful #811,Positive
Customer support was rude #948,Negative
I am very happy with the purchase #779,Positive
The report was submitted #522,Neutral
The report was submitted #465,Neutral
The app works perfectly #443,Positive
The system is running normally #821,Neutral
The food tasted awful #222,Negative
The app crashes often #852,Negative
Delivery was delayed badly #758,Negative
I am unhappy with the purchase #642,Negative
The quality is excellent #440,Positive
The event starts tomorrow #787,Neutral
The experience was disappointing #784,Negative
The system is running normally #945,Neutral
I would never recommend this #78,Negative
The design looks beautiful #480,Positive
The design looks outdated #362,Negative
This product is terrible #62,Negative
I disliked the performance #52,Negative
The message was delivered #719,Neutral
I am unhappy with the purchase #183,Negative
The food tasted delicious #434,Positive
The class begins at nine #264,Neutral
I used the app today #364,Neutral
Everything exceeded my expectations #120,Positive
This product is amazing #403,Positive
I disliked the performance #897,Negative
I would highly recommend this #255,Positive
I used the app today #910,Neutral
The order number was updated #841,Neutral
The system is running normally #931,Neutral
The message was delivered #641,Neutral
The package contains accessories #95,Neutral
Customer support was rude #452,Negative
The design looks outdated #573,Negative
This is the best purchase ever #500,Positive
Customer support was helpful #203,Positive
Delivery was fast and smooth #24,Positive
The event starts tomorrow #601,Neutral
The file was uploaded successfully #122,Neutral
The system is running normally #279,Neutral
The payment was processed #9,Neutral
The quality is very poor #655,Negative
The message was delivered #152,Neutral
The design looks beautiful #376,Positive
I used the app today #995,Neutral
Delivery was fast and smooth #508,Positive
Customer support was rude #86,Negative
The payment was processed #405,Neutral
The account was created #92,Neutral
The movie was boring #326,Negative
The app crashes often #735,Negative
I loved the performance #712,Positive
Delivery was delayed badly #382,Negative
I would never recommend this #209,Negative
The product arrived yesterday #193,Neutral
The package contains accessories #789,Neutral
The quality is excellent #235,Positive
The design looks outdated #714,Negative
Everything failed my expectations #556,Negative
Customer support was rude #796,Negative
This is the worst purchase ever #282,Negative
I am unhappy with the purchase #871,Negative
The product arrived yesterday #907,Neutral
Customer support was rude #304,Negative
This product is terrible #496,Negative
The item is available online #548,Neutral
Customer support was helpful #6,Positive
The package contains accessories #475,Neutral
The system is running normally #649,Neutral
I loved the performance #268,Positive
The app works perfectly #868,Positive
I hated the service #390,Negative
The event starts tomorrow #225,Neutral
The train arrived on time #71,Neutral
The quality is very poor #486,Negative
The movie was fantastic #14,Positive
The payment was processed #629,Neutral
The design looks beautiful #509,Positive
The movie was boring #915,Negative
I am very happy with the purchase #557,Positive
The quality is excellent #419,Positive
Customer support was helpful #459,Positive
The train arrived on time #679,Neutral
The movie was boring #480,Negative
The meeting was scheduled #697,Neutral
I would highly recommend this #379,Positive
The design looks outdated #593,Negative
The package contains accessories #155,Neutral
I am very happy with the purchase #426,Positive
The system is running normally #680,Neutral
The payment was processed #276,Neutral
The message was delivered #739,Neutral
I hated the service #89,Negative
The file was uploaded successfully #352,Neutral
This product is terrible #936,Negative
The event starts tomorrow #845,Neutral
I would never recommend this #433,Negative
